"","data.instansi","name","Agregat","Internal","Eksternal","Eksper"
"5194","PEMERINTAH KABUPATEN SUBANG","DINAS PENDIDIKAN DAN KEBUDAYAAN",68.09,73.21,79.94,69.81
"5195","PEMERINTAH KABUPATEN SUBANG","DINAS PENGENDALIAN PENDUDUK, KB, PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK",NA,73.63,NA,69.81
"5196","PEMERINTAH KABUPATEN SUBANG","DINAS PERHUBUNGAN",NA,71.23,NA,69.81
"5197","PEMERINTAH KABUPATEN SUBANG","DINAS PERIKANAN",NA,73.2,NA,69.81
"5198","PEMERINTAH KABUPATEN SUBANG","DINAS PERTANIAN",70.35,66.83,92.77,69.81
"5199","PEMERINTAH KABUPATEN SUBANG","DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN",NA,67.24,NA,69.81
"5200","PEMERINTAH KABUPATEN SUBANG","DINAS PETERNAKAN DAN KESEHATAN HEWAN",NA,74.26,NA,69.81
"5201","PEMERINTAH KABUPATEN SUBANG","DINAS SOSIAL",70.65,77.15,84.1,69.81
"5202","PEMERINTAH KABUPATEN SUBANG","DINAS TENAGA KERJA DAN TRANSMIGRASI",67.6,70.55,80.92,69.81
"5203","PEMERINTAH KABUPATEN SUBANG","KECAMATAN",NA,71.9,NA,69.81
"5204","PEMERINTAH KABUPATEN SUBANG","SATUAN POLISI PAMONG PRAJA DAN PEMADAM KEBAKARAN",NA,69.23,NA,69.81
"5205","PEMERINTAH KABUPATEN SUBANG","SEKRETARIAT DAERAH",NA,70.59,NA,69.81
"5206","PEMERINTAH KABUPATEN PURWAKARTA","BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA",64.13,78.65,90.98,62.44
"5207","PEMERINTAH KABUPATEN PURWAKARTA","BADAN KESATUAN BANGSA DAN POLITIK",61.45,75.27,85.95,62.44
"5208","PEMERINTAH KABUPATEN PURWAKARTA","BADAN KEUANGAN DAN ASET DAERAH",62.05,76.04,87.05,62.44
"5209","PEMERINTAH KABUPATEN PURWAKARTA","BADAN PENANGGULANGAN BENCANA DAERAH",63.06,74.39,91.67,62.44
"5210","PEMERINTAH KABUPATEN PURWAKARTA","BADAN PENDAPATAN DAERAH",59.96,70.95,85.42,62.44
"5211","PEMERINTAH KABUPATEN PURWAKARTA","BADAN PERENCANAAN PEMBANGUNAN, PENELITIAN DAN PENGEMBANGAN DAERAH",64.4,73.24,96.84,62.44
"5212","PEMERINTAH KABUPATEN PURWAKARTA","DINAS KEARSIPAN DAN PERPUSTAKAAN",61.35,75.98,85,62.44
"5213","PEMERINTAH KABUPATEN PURWAKARTA","DINAS KEPEMUDAAN, OLAHRAGA, PARIWISATA DAN KEBUDAYAAN",58.06,73.32,77.43,62.44
"5214","PEMERINTAH KABUPATEN PURWAKARTA","DINAS KEPENDUDUKAN DAN CATATAN SIPIL",62.72,75.6,89.53,62.44
"5215","PEMERINTAH KABUPATEN PURWAKARTA","DINAS KESEHATAN",58.81,75.53,77.67,62.44
"5216","PEMERINTAH KABUPATEN PURWAKARTA","DINAS KETENAGAKERJAAN DAN TRANSMIGRASI",59.25,75.16,79.34,62.44
"5217","PEMERINTAH KABUPATEN PURWAKARTA","DINAS KOMUNIKASI DAN INFORMATIKA",NA,79.29,NA,62.44
"5218","PEMERINTAH KABUPATEN PURWAKARTA","DINAS KOPERASI, USAHA KECIL DAN MENENGAH, PERDAGANGAN DAN PERINDUSTRIAN",62.1,73.66,89.43,62.44
"5219","PEMERINTAH KABUPATEN PURWAKARTA","DINAS LINGKUNGAN HIDUP",NA,76.34,NA,62.44
"5220","PEMERINTAH KABUPATEN PURWAKARTA","DINAS PANGAN DAN PERTANIAN",61.7,70.92,90.76,62.44
"5221","PEMERINTAH KABUPATEN PURWAKARTA","DINAS PEMADAM KEBAKARAN DAN PENYELAMATAN",60.69,74.73,84.15,62.44
"5222","PEMERINTAH KABUPATEN PURWAKARTA","DINAS PEMBERDAYAAN MASYARAKAT DAN DESA",62.8,79.74,85.91,62.44
"5223","PEMERINTAH KABUPATEN PURWAKARTA","DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU",62.62,76.4,88.45,62.44
"5224","PEMERINTAH KABUPATEN PURWAKARTA","DINAS PENDIDIKAN",63.82,79.52,89.23,62.44
"5225","PEMERINTAH KABUPATEN PURWAKARTA","DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA",NA,71.91,NA,62.44
"5226","PEMERINTAH KABUPATEN PURWAKARTA","DINAS PERHUBUNGAN",61.6,74.62,87.02,62.44
"5227","PEMERINTAH KABUPATEN PURWAKARTA","DINAS PERIKANAN DAN PETERNAKAN",NA,76.58,NA,62.44
"5228","PEMERINTAH KABUPATEN PURWAKARTA","DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN",NA,66.1,NA,62.44
"5229","PEMERINTAH KABUPATEN PURWAKARTA","DINAS SOSIAL PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK",65.63,79.87,94.41,62.44
"5230","PEMERINTAH KABUPATEN PURWAKARTA","DINAS PEKERJAAN UMUM DAN TATA RUANG",59.78,76.7,79.52,62.44
"5231","PEMERINTAH KABUPATEN PURWAKARTA","KECAMATAN",62.15,72.29,90.86,62.44
"5232","PEMERINTAH KABUPATEN PURWAKARTA","SATUAN POLISI PAMONG PRAJA",NA,69.61,NA,62.44
"5233","PEMERINTAH KABUPATEN PURWAKARTA","SEKRETARIAT DAERAH",59.73,75.17,80.8,62.44
"5234","PEMERINTAH KABUPATEN PURWAKARTA","SEKRETARIAT DPRD",NA,75.96,NA,62.44
"5235","PEMERINTAH KABUPATEN KARAWANG","BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA",NA,75.94,NA,77.36
"5236","PEMERINTAH KABUPATEN KARAWANG","BADAN KESATUAN BANGSA DAN POLITIK",NA,73.55,NA,77.36
"5237","PEMERINTAH KABUPATEN KARAWANG","BADAN PENANGGULANGAN BENCANA DAERAH",72.03,67.43,88.58,77.36
"5238","PEMERINTAH KABUPATEN KARAWANG","BADAN PENDAPATAN DAERAH",73.22,73.41,86.64,77.36
"5239","PEMERINTAH KABUPATEN KARAWANG","BADAN PENGELOLAAN KEUANGAN DAN ASET DAERAH",NA,76.38,NA,77.36
"5240","PEMERINTAH KABUPATEN KARAWANG","BADAN PERENCANAAN PEMBANGUNAN DAERAH",NA,76.21,NA,77.36
"5241","PEMERINTAH KABUPATEN KARAWANG","DINAS ARSIP DAN PERPUSTAKAAN",NA,74.68,NA,77.36
"5242","PEMERINTAH KABUPATEN KARAWANG","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",73.91,79.05,83.5,77.36
"5243","PEMERINTAH KABUPATEN KARAWANG","DINAS KESEHATAN",70.64,68.58,83.27,77.36
"5244","PEMERINTAH KABUPATEN KARAWANG","DINAS KOMUNIKASI DAN INFORMATIKA",NA,71.57,NA,77.36
"5245","PEMERINTAH KABUPATEN KARAWANG","DINAS KOPERASI DAN USAHA KECIL MENENGAH",NA,65.03,NA,77.36
"5246","PEMERINTAH KABUPATEN KARAWANG","DINAS LINGKUNGAN HIDUP",NA,71.41,NA,77.36
"5247","PEMERINTAH KABUPATEN KARAWANG","DINAS PARIWISATA DAN KEBUDAYAAN",NA,56.99,NA,77.36
"5248","PEMERINTAH KABUPATEN KARAWANG","DINAS PEKERJAAN UMUM DAN PENATAAN RUANG",73.4,70.29,90.1,77.36
"5249","PEMERINTAH KABUPATEN KARAWANG","DINAS PEMBERDAYAAN MASYARAKAT DAN DESA",NA,66.95,NA,77.36
"5250","PEMERINTAH KABUPATEN KARAWANG","DINAS PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK",NA,74.32,NA,77.36
"5251","PEMERINTAH KABUPATEN KARAWANG","DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU",73.27,73.39,86.8,77.36
"5252","PEMERINTAH KABUPATEN KARAWANG","DINAS PENDIDIKAN, PEMUDA DAN OLAH RAGA",72.27,74.69,82.56,77.36
"5253","PEMERINTAH KABUPATEN KARAWANG","DINAS PENGENDALIAN PENDUDUKAN DAN KELUARGA BERENCANA",70.35,77.16,74.39,77.36
"5254","PEMERINTAH KABUPATEN KARAWANG","DINAS PERHUBUNGAN",NA,71.4,NA,77.36
"5255","PEMERINTAH KABUPATEN KARAWANG","DINAS PERIKANAN",69.24,70.96,76.77,77.36
"5256","PEMERINTAH KABUPATEN KARAWANG","DINAS PERINDUSTRIAN DAN PERDAGANGAN",NA,62.27,NA,77.36
"5257","PEMERINTAH KABUPATEN KARAWANG","DINAS PERTANIAN DAN KETAHANAN PANGAN",NA,72.41,NA,77.36
"5258","PEMERINTAH KABUPATEN KARAWANG","DINAS PERUMAHAN RAKYAT DAN KAWASAN PERMUKIMAN",NA,67.79,NA,77.36
"5259","PEMERINTAH KABUPATEN KARAWANG","DINAS SOSIAL",75.05,73.24,92.37,77.36
"5260","PEMERINTAH KABUPATEN KARAWANG","DINAS TENAGA KERJA DAN TRANSMIGRASI",NA,53.87,NA,77.36
"5261","PEMERINTAH KABUPATEN KARAWANG","KECAMATAN",NA,70.29,NA,77.36
"5262","PEMERINTAH KABUPATEN KARAWANG","SATUAN POLISI PAMONG PRAJA",NA,71.78,NA,77.36
"5263","PEMERINTAH KABUPATEN KARAWANG","SEKRETARIAT DAERAH",75.86,70.06,97.81,77.36
"5264","PEMERINTAH KABUPATEN BEKASI","BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA",NA,75.64,NA,58.86
"5265","PEMERINTAH KABUPATEN BEKASI","BADAN KESATUAN BANGSA DAN POLITIK",NA,76.02,NA,58.86
"5266","PEMERINTAH KABUPATEN BEKASI","BADAN PENANGGULANGAN BENCANA DAERAH",NA,73.38,NA,58.86
"5267","PEMERINTAH KABUPATEN BEKASI","BADAN PENDAPATAN DAERAH",NA,76.28,NA,58.86
"5268","PEMERINTAH KABUPATEN BEKASI","BADAN PENELITIAN DAN PENGEMBANGAN DAERAH",NA,73.85,NA,58.86
"5269","PEMERINTAH KABUPATEN BEKASI","BADAN PENGELOLAAN KEUANGAN DAERAH",NA,73.54,NA,58.86
"5270","PEMERINTAH KABUPATEN BEKASI","BADAN PERENCANAAN PEMBANGUNAN DAERAH",NA,72.81,NA,58.86
"5271","PEMERINTAH KABUPATEN BEKASI","DINAS ARSIP DAN PERPUSTAKAAN",NA,81.65,NA,58.86
"5272","PEMERINTAH KABUPATEN BEKASI","DINAS CIPTA KARYA DAN TATA RUANG",NA,64.99,NA,58.86
"5273","PEMERINTAH KABUPATEN BEKASI","DINAS KEBUDAYAAN, PEMUDA DAN OLAHRAGA",69.61,72.95,82.89,58.86
"5274","PEMERINTAH KABUPATEN BEKASI","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",71.52,74.56,87.22,58.86
"5275","PEMERINTAH KABUPATEN BEKASI","DINAS KESEHATAN",71.72,71.71,90.51,58.86
"5276","PEMERINTAH KABUPATEN BEKASI","DINAS KETAHANAN PANGAN",NA,66.27,NA,58.86
"5277","PEMERINTAH KABUPATEN BEKASI","DINAS KETENAGAKERJAAN",NA,69.55,NA,58.86
"5278","PEMERINTAH KABUPATEN BEKASI","DINAS KOMUNIKASI, INFORMATIKA, PERSANDIAN DAN STATISTIK",NA,73.68,NA,58.86
"5279","PEMERINTAH KABUPATEN BEKASI","DINAS KOPERASI, USAHA KECIL DAN MENENGAH",NA,79.45,NA,58.86
"5280","PEMERINTAH KABUPATEN BEKASI","DINAS LINGKUNGAN HIDUP",NA,72.59,NA,58.86
"5281","PEMERINTAH KABUPATEN BEKASI","DINAS PARIWISATA",67.87,65.25,84.74,58.86
"5282","PEMERINTAH KABUPATEN BEKASI","DINAS PEMADAM KEBAKARAN",NA,77.41,NA,58.86
"5283","PEMERINTAH KABUPATEN BEKASI","DINAS PEMBERDAYAAN MASYARAKAT DAN DESA",NA,81.58,NA,58.86
"5284","PEMERINTAH KABUPATEN BEKASI","DINAS PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK",NA,78.31,NA,58.86
"5285","PEMERINTAH KABUPATEN BEKASI","DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU",69.95,79.5,77.85,58.86
"5286","PEMERINTAH KABUPATEN BEKASI","DINAS PENDIDIKAN",NA,74.81,NA,58.86
"5287","PEMERINTAH KABUPATEN BEKASI","DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA",NA,71.86,NA,58.86
"5288","PEMERINTAH KABUPATEN BEKASI","DINAS PERDAGANGAN",NA,76.88,NA,58.86
"5289","PEMERINTAH KABUPATEN BEKASI","DINAS PERHUBUNGAN",NA,72.58,NA,58.86
"5290","PEMERINTAH KABUPATEN BEKASI","DINAS PERIKANAN",NA,74.94,NA,58.86
"5291","PEMERINTAH KABUPATEN BEKASI","DINAS PERINDUSTRIAN",NA,72.8,NA,58.86
"5292","PEMERINTAH KABUPATEN BEKASI","DINAS PERTANIAN",NA,72.81,NA,58.86
"5293","PEMERINTAH KABUPATEN BEKASI","DINAS PERUMAHAN RAKYAT, KAWASAN PERMUKIMAN DAN PERTANAHAN",NA,72.5,NA,58.86
"5294","PEMERINTAH KABUPATEN BEKASI","DINAS SOSIAL",69.44,75.73,79.8,58.86
"5295","PEMERINTAH KABUPATEN BEKASI","DINAS SUMBER DAYA AIR, BINA MARGA DAN BINA KONSTRUKSI",65.71,76.93,67.32,58.86
"5296","PEMERINTAH KABUPATEN BEKASI","KECAMATAN",71.55,68.78,92.69,58.86
"5297","PEMERINTAH KABUPATEN BEKASI","SATUAN POLISI PAMONG PRAJA",NA,66.01,NA,58.86
"5298","PEMERINTAH KABUPATEN BEKASI","SEKRETARIAT DAERAH",70.7,66.01,92.67,58.86
"5299","PEMERINTAH KABUPATEN BEKASI","SEKRETARIAT DPRD",NA,74.62,NA,58.86
"5300","PEMERINTAH KABUPATEN BANDUNG BARAT","BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA",73.91,73.48,98.81,67.98
"5301","PEMERINTAH KABUPATEN BANDUNG BARAT","BADAN KESATUAN BANGSA DAN POLITIK",68.67,72.07,84.13,67.98
"5302","PEMERINTAH KABUPATEN BANDUNG BARAT","BADAN KEUANGAN DAN ASET DAERAH",NA,66.57,NA,67.98
"5303","PEMERINTAH KABUPATEN BANDUNG BARAT","BADAN PENANGGULANGAN BENCANA DAERAH",NA,77.66,NA,67.98
"5304","PEMERINTAH KABUPATEN BANDUNG BARAT","BADAN PENDAPATAN DAERAH",71.69,74.53,91.09,67.98
"5305","PEMERINTAH KABUPATEN BANDUNG BARAT","BADAN PERENCANAAN PEMBANGUNAN, PENELITIAN, DAN PENGEMBANGAN DAERAH",NA,65.67,NA,67.98
"5306","PEMERINTAH KABUPATEN BANDUNG BARAT","DINAS ARSIP DAN PERPUSTAKAAN",NA,67.66,NA,67.98
"5307","PEMERINTAH KABUPATEN BANDUNG BARAT","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",68.9,66.73,89.82,67.98
"5308","PEMERINTAH KABUPATEN BANDUNG BARAT","DINAS KESEHATAN",68.48,66.03,89.19,67.98
"5309","PEMERINTAH KABUPATEN BANDUNG BARAT","DINAS KETAHANAN PANGAN DAN PERTANIAN",70.25,74.36,86.82,67.98
"5310","PEMERINTAH KABUPATEN BANDUNG BARAT","DINAS KOMUNIKASI, INFORMATIKA DAN STATISTIK",NA,73.52,NA,67.98
"5311","PEMERINTAH KABUPATEN BANDUNG BARAT","DINAS KOPERASI DAN USAHA MIKRO KECIL MENENGAH",NA,74.36,NA,67.98
"5312","PEMERINTAH KABUPATEN BANDUNG BARAT","DINAS LINGKUNGAN HIDUP",NA,73.42,NA,67.98
"5313","PEMERINTAH KABUPATEN BANDUNG BARAT","DINAS PARIWISATA DAN KEBUDAYAAN",NA,62.45,NA,67.98
"5314","PEMERINTAH KABUPATEN BANDUNG BARAT","DINAS PEKERJAAN UMUM DAN TATA RUANG",69.92,68.3,91.46,67.98
"5315","PEMERINTAH KABUPATEN BANDUNG BARAT","DINAS PEMADAM KEBAKARAN DAN PENYELAMATAN",NA,71.89,NA,67.98
"5316","PEMERINTAH KABUPATEN BANDUNG BARAT","DINAS PEMUDA DAN OLAHRAGA",NA,77.05,NA,67.98
"5317","PEMERINTAH KABUPATEN BANDUNG BARAT","DINAS PENANAMAN MODAL, PELAYANAN TERPADU SATU PINTU",70.96,73.34,89.96,67.98
"5318","PEMERINTAH KABUPATEN BANDUNG BARAT","DINAS PENDIDIKAN",71.4,72.84,91.76,67.98
"5319","PEMERINTAH KABUPATEN BANDUNG BARAT","DINAS PENGENDALIAN PENDUDUK, KELUARGA BERENCANA, PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK",NA,75.14,NA,67.98
"5320","PEMERINTAH KABUPATEN BANDUNG BARAT","DINAS PERHUBUNGAN",69.95,68.66,91.21,67.98
"5321","PEMERINTAH KABUPATEN BANDUNG BARAT","DINAS PERIKANAN DAN PETERNAKAN",73.33,79.69,91.27,67.98
"5322","PEMERINTAH KABUPATEN BANDUNG BARAT","DINAS PERINDUSTRIAN DAN PERDAGANGAN",NA,72.43,NA,67.98
"5323","PEMERINTAH KABUPATEN BANDUNG BARAT","DINAS PERUMAHAN DAN KAWASAN PERMUKIMAN",NA,68.51,NA,67.98
"5324","PEMERINTAH KABUPATEN BANDUNG BARAT","DINAS SOSIAL",72.13,76.42,90.66,67.98
"5325","PEMERINTAH KABUPATEN BANDUNG BARAT","DINAS TENAGA KERJA",71.51,76.49,88.69,67.98
"5326","PEMERINTAH KABUPATEN BANDUNG BARAT","KECAMATAN",69.7,71.86,87.49,67.98
"5327","PEMERINTAH KABUPATEN BANDUNG BARAT","SATUAN POLISI PAMONG PRAJA",NA,68.12,NA,67.98
"5328","PEMERINTAH KABUPATEN BANDUNG BARAT","SEKRETARIAT DAERAH",70.57,69.39,92.42,67.98
"5329","PEMERINTAH KABUPATEN PANGANDARAN","BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA",NA,67.09,NA,60.05
"5330","PEMERINTAH KABUPATEN PANGANDARAN","BADAN KESATUAN BANGSA DAN POLITIK",NA,71.58,NA,60.05
"5331","PEMERINTAH KABUPATEN PANGANDARAN","BADAN KEUANGAN ASET DAERAH",NA,71.85,NA,60.05
"5332","PEMERINTAH KABUPATEN PANGANDARAN","BADAN PENANGGULANGAN BENCANA DAERAH",NA,57.18,NA,60.05
"5333","PEMERINTAH KABUPATEN PANGANDARAN","BADAN PENDAPATAN DAERAH",65.26,75.69,78.9,60.05
"5334","PEMERINTAH KABUPATEN PANGANDARAN","BADAN PERENCANA PEMBANGUNAN DAERAH",NA,77.32,NA,60.05
"5335","PEMERINTAH KABUPATEN PANGANDARAN","DINAS KELAUTAN PERIKANAN DAN KETAHANAN PANGAN",NA,76.78,NA,60.05
"5336","PEMERINTAH KABUPATEN PANGANDARAN","DINAS KELUARGA BERENCANA PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK",NA,64.55,NA,60.05
"5337","PEMERINTAH KABUPATEN PANGANDARAN","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",68.74,75.67,89.53,60.05
"5338","PEMERINTAH KABUPATEN PANGANDARAN","DINAS KESEHATAN",63.42,65.6,82.66,60.05
"5339","PEMERINTAH KABUPATEN PANGANDARAN","DINAS KOMUNIKASI INFORMATIKA STATISTIK DAN PERSANDIAN",NA,71.76,NA,60.05
"5340","PEMERINTAH KABUPATEN PANGANDARAN","DINAS KOPERASI, USAHA KECIL MENENGAH, PERDAGANGAN DAN PERINDUSTRIAN",NA,73.9,NA,60.05
"5341","PEMERINTAH KABUPATEN PANGANDARAN","DINAS LINGKUNGAN HIDUP DAN KEBERSIHAN",NA,60.27,NA,60.05
"5342","PEMERINTAH KABUPATEN PANGANDARAN","DINAS PARIWISATA DAN KEBUDAYAAN",NA,70.44,NA,60.05
"5343","PEMERINTAH KABUPATEN PANGANDARAN","DINAS PEKERJAAN UMUM TATA RUANG PERUMAHAN RAKYAT DAN KAWASAN PEMUKIMAN",NA,63.87,NA,60.05
"5344","PEMERINTAH KABUPATEN PANGANDARAN","DINAS PENANAMAN MODAL, PELAYANAN TERPADU SATU PINTU",66.78,72.19,86.8,60.05
"5345","PEMERINTAH KABUPATEN PANGANDARAN","DINAS PENDIDIKAN PEMUDA DAN OLAHRAGA",NA,81.02,NA,60.05
"5346","PEMERINTAH KABUPATEN PANGANDARAN","DINAS PERHUBUNGAN",NA,57.96,NA,60.05
"5347","PEMERINTAH KABUPATEN PANGANDARAN","DINAS PERPUSTAKAAN DAN KEARSIPAN",68.99,71.51,94.17,60.05
"5348","PEMERINTAH KABUPATEN PANGANDARAN","DINAS PERTANIAN",NA,74.11,NA,60.05
"5349","PEMERINTAH KABUPATEN PANGANDARAN","DINAS SOSIAL PEMBERDAYAAN MASYARAKAT DAN DESA",NA,76.25,NA,60.05
"5350","PEMERINTAH KABUPATEN PANGANDARAN","KECAMATAN",62.97,70.12,77.09,60.05
"5351","PEMERINTAH KABUPATEN PANGANDARAN","SATUAN POLISI PAMONG PRAJA",NA,61.59,NA,60.05
"5352","PEMERINTAH KABUPATEN PANGANDARAN","SEKRETARIAT DAERAH",NA,75.56,NA,60.05
"5353","PEMERINTAH KABUPATEN PANGANDARAN","SEKRETARIAT DPRD",NA,71.4,NA,60.05
"5354","PEMERINTAH KOTA BOGOR","BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA",NA,81.13,NA,76.89
"5355","PEMERINTAH KOTA BOGOR","BADAN KESATUAN BANGSA DAN POLITIK",NA,70.9,NA,76.89
"5356","PEMERINTAH KOTA BOGOR","BADAN KEUANGAN DAN ASET DAERAH",NA,80.82,NA,76.89
"5357","PEMERINTAH KOTA BOGOR","BADAN PENANGGULANGAN BENCANA DAERAH",NA,69.78,NA,76.89
"5358","PEMERINTAH KOTA BOGOR","BADAN PENDAPATAN DAERAH",78.19,80.21,86.1,76.89
"5359","PEMERINTAH KOTA BOGOR","BADAN PERENCANAAN PEMBANGUNAN DAERAH",NA,80.23,NA,76.89
"5360","PEMERINTAH KOTA BOGOR","DINAS ARSIP DAN PERPUSTAKAAN",NA,75.77,NA,76.89
"5361","PEMERINTAH KOTA BOGOR","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",NA,83.09,NA,76.89
"5362","PEMERINTAH KOTA BOGOR","DINAS KESEHATAN",81.19,81.22,94.31,76.89
"5363","PEMERINTAH KOTA BOGOR","DINAS KETAHANAN PANGAN DAN PERTANIAN",78.16,80.08,86.13,76.89
"5364","PEMERINTAH KOTA BOGOR","DINAS KOMUNIKASI DAN INFORMATIKA",NA,79.85,NA,76.89
"5365","PEMERINTAH KOTA BOGOR","DINAS KOPERASI, USAHA KECIL, MENENGAH, PERDAGANGAN DAN PERINDUSTRIAN",NA,77.01,NA,76.89
"5366","PEMERINTAH KOTA BOGOR","DINAS LINGKUNGAN HIDUP",NA,73.4,NA,76.89
"5367","PEMERINTAH KOTA BOGOR","DINAS PARIWISATA DAN KEBUDAYAAN",NA,75.45,NA,76.89
"5368","PEMERINTAH KOTA BOGOR","DINAS PEKERJAAN UMUM DAN PENATAAN RUANG",NA,76.34,NA,76.89
"5369","PEMERINTAH KOTA BOGOR","DINAS PEMADAM KEBAKARAN DAN PENYELAMATAN",NA,68.04,NA,76.89
"5370","PEMERINTAH KOTA BOGOR","DINAS PEMBERDAYAAN PEREMPUAN, DAN PERLINDUNGAN ANAK",NA,81.24,NA,76.89
"5371","PEMERINTAH KOTA BOGOR","DINAS PEMUDA DAN OLAHRAGA",NA,81.08,NA,76.89
"5372","PEMERINTAH KOTA BOGOR","DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU",77.26,76.51,86.71,76.89
"5373","PEMERINTAH KOTA BOGOR","DINAS PENDIDIKAN",77.73,74.65,89.86,76.89
"5374","PEMERINTAH KOTA BOGOR","DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA",NA,77.83,NA,76.89
"5375","PEMERINTAH KOTA BOGOR","DINAS PERHUBUNGAN",NA,76.51,NA,76.89
"5376","PEMERINTAH KOTA BOGOR","DINAS PERUMAHAN DAN PERMUKIMAN",75.5,76.79,81.06,76.89
"5377","PEMERINTAH KOTA BOGOR","DINAS SOSIAL",NA,79.2,NA,76.89
"5378","PEMERINTAH KOTA BOGOR","DINAS TENAGA KERJA",NA,76.06,NA,76.89
"5379","PEMERINTAH KOTA BOGOR","KECAMATAN BOGOR TENGAH",80.05,74.52,97.05,76.89
"5380","PEMERINTAH KOTA BOGOR","KECAMATAN BOGOR TIMUR",NA,79.75,NA,76.89
"5381","PEMERINTAH KOTA BOGOR","SATUAN POLISI PAMONG PRAJA",NA,70.87,NA,76.89
"5382","PEMERINTAH KOTA BOGOR","SEKRETARIAT DAERAH",74.6,71.89,82.89,76.89
"5383","PEMERINTAH KOTA BOGOR","SEKRETARIAT DPRD",NA,73.36,NA,76.89
"5384","PEMERINTAH KOTA BOGOR","KECAMATAN",NA,74.74,NA,76.89
"5385","PEMERINTAH KOTA SUKABUMI","KECAMATAN",72.47,73.05,90.17,73.44
"5386","PEMERINTAH KOTA SUKABUMI","BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA",NA,73.29,NA,73.44
"5387","PEMERINTAH KOTA SUKABUMI","BADAN KESATUAN BANGSA DAN POLITIK",72.22,73.65,88.83,73.44
"5388","PEMERINTAH KOTA SUKABUMI","BADAN PENANGGULANGAN BENCANA DAERAH",NA,76.55,NA,73.44
"5389","PEMERINTAH KOTA SUKABUMI","BADAN PENGELOLAAN KEUANGAN DAERAH DAN PENDAPATAN DAERAH",NA,76.66,NA,73.44
"5390","PEMERINTAH KOTA SUKABUMI","BADAN PERENCANAAN DAN PEMBANGUNAN DAERAH",NA,78.42,NA,73.44
"5391","PEMERINTAH KOTA SUKABUMI","DINAS KEPEMUDAAN, OLAH RAGA, DAN PARIWISATA",NA,75.24,NA,73.44
"5392","PEMERINTAH KOTA SUKABUMI","DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL",73.14,74.41,90.94,73.44
"5393","PEMERINTAH KOTA SUKABUMI","DINAS KESEHATAN",72.33,72.55,90.21,73.44
"5394","PEMERINTAH KOTA SUKABUMI","DINAS KETAHANAN PANGAN, PERTANIAN DAN PERIKANAN",NA,67.86,NA,73.44
"5395","PEMERINTAH KOTA SUKABUMI","DINAS KOMUNIKASI DAN INFORMATIKA",72.2,74.5,87.99,73.44
"5396","PEMERINTAH KOTA SUKABUMI","DINAS KOPERASI, USAHA MIKRO, PERINDUSTRIAN, DAN PERDAGANGAN",NA,71.77,NA,73.44
"5397","PEMERINTAH KOTA SUKABUMI","DINAS LINGKUNGAN HIDUP",NA,65.02,NA,73.44
"5398","PEMERINTAH KOTA SUKABUMI","DINAS PEKERJAAN UMUM DAN TATA RUANG",71.68,75.64,85.35,73.44
"5399","PEMERINTAH KOTA SUKABUMI","DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU",73.4,72.12,93.85,73.44
"5400","PEMERINTAH KOTA SUKABUMI","DINAS PENDIDIKAN DAN KEBUDAYAAN",NA,72.17,NA,73.44
"5401","PEMERINTAH KOTA SUKABUMI","DINAS PENGENDALIAN PENDUDUK, KELUARGA BERENCANA, DAN PEMBERDAYAAN PEREMPUAN PERLINDUNGAN ANAK",74.3,75.14,93.79,73.44
